ID,Título,Medio,Ciudad del medio (o país),Mes,Fecha de publicación,Link,KW de búsqueda,Mención en título KW_G1,Mención en título KW_G2,Mención unifficada,
1820,"El plurilingüismo como principio, los derechos lingüísticos y la educación intercultural",Elmostrador.cl,Región Metropolitana,Marzo 2022,22/03/2022,https://www.elmostrador.cl/destacado/2022/03/22/el-plurilinguismo-como-principio-los-derechos-linguisticos-y-la-educacion-intercultural-como-derechos-fundamentales-en-la-nueva-constitucion/,Plurinacionalidad,Sí,No,Sí,
1827,"Estado social, naturaleza con derechos y plurilingüismo: lo que visó el Pleno a Principios Constitucionales",Pauta.cl,Región Metropolitana,Marzo 2022,12/03/2022,https://www.pauta.cl/politica/convencion-principios-constitucionales,Plurinacionalidad,Sí,No,Sí,
1836,Informe preliminar de la Consulta Indígena: participan 7.549 personas en todo el país,Pauta.cl,Región Metropolitana,Marzo 2022,,https://www.pauta.cl/politica/consulta-indigena-participan-7-549-personas-costo-300-millones-pauta-final,Plurinacionalidad,No,Sí,Sí,
1838,VIDEO| Catrileo se enfrenta a Cretton por tratar a pueblos originarios de privilegiados,Eldesconcierto.cl,Región Metropolitana,Marzo 2022,,https://www.eldesconcierto.cl/nacional/2022/03/13/video-catrileo-se-enfrenta-a-cretton-por-tratar-a-pueblo-originarios-de-privilegiados.html,Plurinacionalidad,No,Sí,Sí,
1849,"VIDEO - ""Pluri Chile es tu cielo azulado"": convencional propone versión alternativa del himno nacional",Eldinamo.cl,Región Metropolitana,Marzo 2022,30/03/2022,https://www.eldinamo.cl/politica/VIDEO---Pluri-Chile-es-tu-cielo-azulado-convencional-propone-version-alternativa-del-himno-nacional-20220330-0030.html,Plurinacionalidad,Sí,No,Sí,
1858,"FALSO: Felipe Kast, senador de Evópoli: “La Convención aprobó normas que quitan poder a regiones, aumentan presidencialismo, terminan la igualdad democrática, y generan ciudadanos de 1ra (indígenas) y 2da categoría (chilenos)”",Plataformacontexto.cl,Región Metropolitana,Marzo 2022,,https://plataformacontexto.cl/contexto_factual/falso-felipe-kast-senador-de-evopoli-la-convencion-aprobo-normas-que-quitan-poder-a-regiones-aumentan-presidencialismo-terminan-la-igualdad-democratica-y-generan-ciudadanos-de-1ra-indi/,Plurinacionalidad,No,Sí,Sí,
1879,La polémica sobre la “autonomía” y “autogobierno” de los pueblos originarios aprobada por la CC,T13.cl,Región Metropolitana,Marzo 2022,24/03/2022,https://www.t13.cl/noticia/convencion-constitucional/ex-ante/la-polemica-autonomia-y-autogobierno-pueblos-originarios-aprobada-cc,Plurinacionalidad,No,Sí,Sí,
1884,La trama detrás del arrollador avance de la agenda indígena en la Convención,T13.cl,Región Metropolitana,Marzo 2022,,https://www.t13.cl/noticia/convencion-constitucional/ex-ante/politica/la-trama-detras-del-arrollador-avance-agenda-indigena-convencion,Plurinacionalidad,No,Sí,Sí,
1885,Convencional Galleguillos y concepto «Pluri Chile»: «Salió de la derecha para atacarnos»,Eldesconcierto.cl,Región Metropolitana,Marzo 2022,31/03/2022,https://www.eldesconcierto.cl/noticias/2022/03/31/convencional-galleguillos-y-concepto-pluri-chile-salio-de-la-derecha-para-atacarnos.html,Plurinacionalidad,Sí,No,Sí,
1886,María del Rosario Salamanca Huenchullán: la abogada que defendió los derechos del pueblo mapuche,Elmostrador.cl,Región Metropolitana,Marzo 2022,,https://www.elmostrador.cl/braga/2022/03/29/maria-del-rosario-salamanca-huenchullan-la-abogada-que-defendio-los-derechos-del-pueblo-mapuche/,Plurinacionalidad,No,Sí,Sí,
1893,El preocupante indigenismo de la nueva Constitución,Cooperativa.cl,Región Metropolitana,Marzo 2022,17/03/2022,https://opinion.cooperativa.cl/opinion/politica/el-preocupante-indigenismo-de-la-nueva-constitucion/2022-03-17/192637.html,Plurinacionalidad,No,Sí,Sí,
1894,Comisión de Derechos de los Pueblos Indígenas presenta avance de informe de Consulta Indígena,Plataformacontexto.cl,Región Metropolitana,Marzo 2022,08/03/2022,https://plataformacontexto.cl/contexto_factual/comision-de-derechos-de-los-pueblos-indigenas-presenta-avance-de-informe-de-consulta-indigena/,Plurinacionalidad,No,Sí,Sí,
1919,"Nación Mapuche. Defensa de la Ordenanza de resguardo de los cuerpos de agua que prohiben motores en los lagos Calafquen, Pellaifa y Pullinque",Resumenlatinoamericano.org,Argentina,Marzo 2022,,https://www.resumenlatinoamericano.org/2022/03/31/nacion-mapuche-defensa-de-la-ordenanza-de-resguardo-de-los-cuerpos-de-agua-que-prohiben-motores-en-los-lagos-calafquen-pellaifa-y-pullinque/,Plurinacionalidad,No,Sí,Sí,
1939,Comisión de Sistema Político aprueba que el “Congreso Plurinacional” esté compuesto por 205 parlamentarios y posibilidad de llegar al cargo con 18 años de edad,Latercera.com,Región Metropolitana,Marzo 2022,02/03/2022,https://www.latercera.com/politica/noticia/comision-de-sistema-politico-aprueba-que-el-congreso-plurinacional-este-compuesto-por-205-parlamentarios-y-posibilidad-de-llegar-al-cargo-con-18-anos-de-edad/BU25N653SJD25AWV2ECXRXMV2I/,Plurinacional ,Sí,No,Sí,
1940,"Se eliminó el término ""unicameral"": comisión aprueba artículo que crea el Congreso Plurinacional con una ""Cámara Territorial""",24horas.cl,Región Metropolitana,Marzo 2022,01/03/2022,https://www.24horas.cl/convencionconstituyente/se-elimino-el-termino-unicameral-comision-aprueba-articulo-que-crea-el-congreso-plurinacional-con-una-camara-territorial-5203650,Plurinacional ,Sí,No,Sí,
1941,Comisión de la Convención aprobó en particular el Congreso Plurinacional y avanza hacia el bicameralismo,Cooperativa.cl,Región Metropolitana,Marzo 2022,01/03/2022,https://cooperativa.cl/noticias/pais/politica/constitucion/comision-de-la-convencion-aprobo-en-particular-el-congreso-plurinacional/2022-03-01/140629.html,Plurinacional ,Sí,No,Sí,
1942,Comisión de Sistema Político aprueba Democracia Paritaria y Estado Plurinacional ,Diarioantofagasta.cl,Región de Antofagasta,Marzo 2022,01/03/2022,https://www.diarioantofagasta.cl/policiales/156698/comision-de-sistema-politico-aprueba-democracia-paritaria-y-estado-plurinacional/,Plurinacional ,Sí,No,Sí,
1943,"Avanza norma que define a Chile un Estado de carácter ""plurinacional e intercultural""",Cooperativa.cl,Región Metropolitana,Marzo 2022,12/03/2022,https://cooperativa.cl/noticias/pais/politica/constitucion/avanza-norma-que-define-a-chile-un-estado-de-caracter-plurinacional-e/2022-03-11/230949.html,Plurinacional ,Sí,No,Sí,
1944,Gloria Naveillán: Un sistema de justicia plurinacional… y patriarcal,Ellibero.cl,Región Metropolitana,Marzo 2022,10/03/2022,https://ellibero.cl/opinion/gloria-naveillan-un-sistema-de-justicia-plurinacional-y-patriarcal/,Plurinacional ,Sí,No,Sí,
1946,Convención: aprueban forma de tramitar ley de presupuestos y consulta indígena para ciertas leyes,Df.cl,Región Metropolitana,Marzo 2022,,https://www.df.cl/df-constitucional/convencion-aprueban-forma-de-tramitar-ley-de-presupuestos-y-consulta,Plurinacional ,No,Sí,Sí,
1948,Comisión de Sistema Político aprueba que hayan escaños reservados para pueblos indígenas en el Congreso Plurinacional,24horas.cl,Región Metropolitana,Marzo 2022,09/03/2022,https://www.24horas.cl/convencionconstituyente/comision-de-sistema-politico-aprueba-que-hayan-escanos-reservados-para-pueblos-indigenas-en-el-congreso-plurinacional-5215452,Plurinacional ,Sí,No,Sí,
1949,Pasa al proyecto constitucional: Convención aprueba normas sobre Estado plurinacional y libre determinación de los pueblos,24horas.cl,Región Metropolitana,Marzo 2022,23/03/2022,https://www.24horas.cl/convencionconstituyente/pasa-al-proyecto-constitucional-convencion-aprueba-normas-sobre-estado-plurinacional-y-libre-determinacion-de-los-pueblos--5233716,Plurinacional ,Sí,No,Sí,
1951,"Arturo Zúñiga y Estado plurinacional: “Lo que ayer se aprobó fue autonomía y autogobierno y eso quiere decir otro Estado. Esto tiene un riesgo geopolítico, porque otro país puede anexar un territorio diciendo que le perteneció a un pueblo originario”",Duna.cl,Región Metropolitana,Marzo 2022,24/03/2022,https://www.duna.cl/programa/ahora-en-duna/2022/03/24/arturo-zuniga/,Plurinacional ,Sí,No,Sí,
1952,María Elisa Quinteros: “Estado plurinacional y regional mejorará considerablemente la calidad de vida de millones de chilenos”,Radionuevomundo.cl,Región Metropolitana,Marzo 2022,28/03/2022,https://radionuevomundo.cl/2022/03/28/maria-elisa-quinteros-estado-plurinacional-y-regional-mejorara-considerablemente-la-calidad-de-vida-de-millones-de-chilenos/,Plurinacional ,Sí,No,Sí,
1976,Comunidad de Temucuicui: Gobierno y ministra Siches son los únicos responsables de incidente,Cooperativa.cl,Región Metropolitana,Marzo 2022,,https://cooperativa.cl/noticias/pais/region-de-la-araucania/comunidad-de-temucuicui-gobierno-y-ministra-siches-son-los-unicos/2022-03-17/150113.html,Plurinacional ,No,Sí,Sí,
1980,Tribunales indígenas y Consejo de la Justicia: las normas claves en nueva votación de la Convención,Biobiochile.cl,Región Metropolitana,Marzo 2022,,https://www.biobiochile.cl/especial/una-constitucion-para-chile/noticias/2022/03/17/tribunales-indigenas-y-consejo-de-la-justicia-las-normas-claves-en-nueva-votacion-de-la-convencion.shtml,Plurinacional ,No,Sí,Sí,
1984,"Boric comienza su gobierno en Chile junto a pueblos originarios
",France24.com,Francia,Marzo 2022,,https://www.france24.com/es/minuto-a-minuto/20220312-boric-comienza-su-gobierno-en-chile-junto-a-pueblos-originarios,Plurinacional ,No,Sí,Sí,
2005,"La bandera, el escudo y símbolos plurinacionales: Convencionales aprueban norma sobre emblemas nacionales",24horas.cl,Región Metropolitana,Marzo 2022,,https://www.24horas.cl/convencionconstituyente/la-bandera-el-escudos-y-simbolos-plurinacionales-convencionales-aprueban-norma-sobre-emblemas-nacionales--5219836,Plurinacional ,Sí,No,Sí,
2008,"Antirracista, sin armas de destrucción masiva e intercultural: Los principios constitucionales que hoy vota el pleno",Emol.com,Región Metropolitana,Marzo 2022,,https://www.emol.com/noticias/Nacional/2022/03/13/1049098/principios-constitucionales-vota-pleno-antirracista.html,Plurinacional ,No,Sí,Sí,
2012,"Convencional Atria: ""La Constitución es la primera oportunidad para enfrentar la relación del Estado con los pueblos originarios""",24horas.cl,Región Metropolitana,Marzo 2022,,https://www.24horas.cl/programas/estadonacional/convencional-atria-la-constitucion-es-la-primera-oportunidad-para-enfrentar-la-relacion-del-estado-con-los-pueblos-originarios-5211266,Plurinacional ,No,Sí,Sí,
2015,Un país indígena,Latercera.com,Región Metropolitana,Marzo 2022,,https://www.latercera.com/opinion/noticia/un-pais-indigena/UTIPRRLWANF77ONEHIC3U3XMHU/,Plurinacional ,No,Sí,Sí,
2032,“Pluri Chile es tu cielo azulado”: Las reacciones que dejó la propuesta de cambio del himno nacional en la CC,chvnoticias.cl,Región Metropolitana,Marzo 2022,30/03/2022,https://www.chvnoticias.cl/convencion-constitucional/pluri-chile-reacciones-propuesta-cambio-himno_20220330/,Plurinacional ,Sí,No,Sí,
2034,Pleno de la Convención votará propuesta que deja fuera a la Corte Suprema como último tribunal para revisar las decisiones de la justicia indígena,Latercera.com,Región Metropolitana,Marzo 2022,08/03/2022,https://www.latercera.com/politica/noticia/pleno-de-la-convencion-votara-propuesta-que-deja-fuera-a-la-corte-suprema-como-ultimo-tribunal-para-revisar-las-decisiones-de-la-justicia-indigena/7NQHINANIBASHEE5WCNJTURS6I/,Plurinacional ,No,Sí,Sí,
2036,"Cinco interpretaciones de la ""plurinacionalidad"": Los alcances del concepto incluido en el artículo uno del borrador constitucional",Emol.com,Región Metropolitana,Abril 2022,,https://www.emol.com/noticias/Nacional/2022/04/30/1059266/cinco-versiones-plurinacionalidad-constitucion.html,Plurinacionalidad,Sí,No,Sí,
2037,Convención Constitucional Convención: De qué hablamos cuando hablamos de plurinacionalidad,T13.cl,Región Metropolitana,Abril 2022,,https://www.t13.cl/noticia/convencion-constitucional/ex-ante/convencion-hablamos-cuando-hablamos-plurinacionalidad,Plurinacionalidad,Sí,No,Sí,
2038,Pleno de la Convención rechazó el 97% del primer informe de Derechos de Pueblos Indígenas y Plurinacionalidad,Radio.uchile.cl,Región Metropolitana,Abril 2022,,https://radio.uchile.cl/2022/04/29/pleno-de-la-convencion-rechazo-el-97-del-primer-informe-de-derechos-de-pueblos-indigenas-y-plurinacionalidad/,Plurinacionalidad,Sí,No,Sí,
2039,"Jorge Contesse: “Si la plurinacionalidad se toma en serio, ello supone adoptar medidas que le den contenido”",Latercera.com,Región Metropolitana,Abril 2022,,https://www.latercera.com/la-tercera-sabado/noticia/jorge-contesse-si-la-plurinacionalidad-se-toma-en-serio-ello-supone-adoptar-medidas-que-le-den-contenido/6HMASIVE2ZBAXHZGVHINR4OJ6Y/,Plurinacionalidad,Sí,No,Sí,
2040,Los alcances de la plurinacionalidad y el pluralismo jurídico,Plataformacontexto.cl,Región Metropolitana,Abril 2022,,https://plataformacontexto.cl/contexto_factual/los-alcances-de-la-plurinacionalidad-y-el-pluralismo-juridico/,Plurinacionalidad,Sí,No,Sí,
2041,Las dudas que deja la plurinacionalidad,Latercera.com,Región Metropolitana,Abril 2022,,https://www.latercera.com/opinion/noticia/las-dudas-que-deja-la-plurinacionalidad/7QYRUWPAFFB27I3EAA7DURVREA/,Plurinacionalidad,Sí,No,Sí,
2042,La plurinacionalidad: ¿positiva o negativa?,Elmostrador.cl,Región Metropolitana,Abril 2022,,https://www.elmostrador.cl/noticias/opinion/2022/04/30/la-plurinacionalidad-positiva-o-negativa/,Plurinacionalidad,Sí,No,Sí,
2043,Los riesgos de la plurinacionalidad,Ellibero.cl,Región Metropolitana,Abril 2022,,https://ellibero.cl/opinion/los-riesgos-de-la-plurinacionalidad/,Plurinacionalidad,Sí,No,Sí,
2044,Abogado Javier Couso aclara que la plurinacionalidad no rompe con la “indivisibilidad del Estado de Chile”,Elmostrador.cl,Región Metropolitana,Abril 2022,,https://www.elmostrador.cl/nueva-constitucion/2022/04/29/abogado-javier-couso-aclara-que-la-plurinacionalidad-no-rompe-con-la-indivisibilidad-del-estado-de-chile/,Plurinacionalidad,Sí,No,Sí,
2045,José Antonio Viera-Gallo: «No comparto la idea de que toda América Latina tenga que caminar hacia la plurinacionalidad»,Ellibero.cl,Región Metropolitana,Abril 2022,,https://ellibero.cl/actualidad/jose-antonio-viera-gallo-no-comparto-la-idea-de-que-toda-america-latina-tenga-que-caminar-hacia-la-plurinacionalidad/,Plurinacionalidad,Sí,No,Sí,
2046,Plurinacionalidad no es independencia,Latercera.com,Región Metropolitana,Abril 2022,,https://www.latercera.com/opinion/noticia/plurinacionalidad-no-es-independencia/KG3YBTA4BBEEDDRHM4MY4M4O4A/,Plurinacionalidad,Sí,No,Sí,
2047,"Runasur, la autodeterminación y el Estado Plurinacional.",Diarioconstitucional.cl,Región Metropolitana,Abril 2022,,https://www.diarioconstitucional.cl/articulos/runasur-la-autodeterminacion-y-el-estado-plurinacional/,Plurinacionalidad,Sí,No,Sí,
2048,"Estado plurinacional, intercultural y ecológico: el juicio de los expertos sobre las definiciones del primer artículo aprobado por la Convención",Theclinic.cl,Región Metropolitana,Abril 2022,,https://www.theclinic.cl/2022/04/12/estado-plurinacional-intercultural-y-ecologico-el-juicio-de-los-expertos-sobre-las-definiciones-del-primer-articulo-aprobado-por-la-convencion/,Plurinacionalidad,Sí,No,Sí,
2049,"Descentralización, Plurinacionalidad y la Interculturalidad, una confusión inconveniente",Ipsuss.cl,Región Metropolitana,Abril 2022,,https://www.ipsuss.cl/ipsuss/columnas-de-opinion/jaime-abedrapo/descentralizacion-plurinacionalidad-y-la-interculturalidad-una/2022-04-20/111846.html,Plurinacionalidad,Sí,No,Sí,
2050,Preguntas sobre la Convención: los efectos de declarar a Chile como plurinacional e intercultural,Eldinamo.cl,Región Metropolitana,Abril 2022,,https://www.eldinamo.cl/politica/Preguntas-sobre-la-Convencion-los-efectos-de-declarar-a-Chile-como-plurinacional-e-intercultural-20220409-0001.html,Plurinacionalidad,Sí,No,Sí,
2051,Comisión de Derechos de los Pueblos Indígenas entregará su primer informe al Pleno,Plataformacontexto.cl,Región Metropolitana,Abril 2022,,https://plataformacontexto.cl/contexto_factual/comision-de-derechos-de-los-pueblos-indigenas-entregara-su-primer-informe-al-pleno/,Plurinacionalidad,No,Sí,Sí,
2052,Luis Cordero y trabajo de la CC: “Hasta ahora yo no veo en la declaración de plurinacionalidad un conflicto. La interrogante más importante tiene que ver con las autonomías”,Duna.cl,Región Metropolitana,Abril 2022,,https://www.duna.cl/programa/hablemos-en-off/2022/04/22/luis-cordero-y-trabajo-de-la-cc-hasta-ahora-yo-no-veo-en-la-declaracion-de-plurinacionalidad-un-conflicto-la-interrogante-mas-importante-tiene-que-ver-con-las-autonomias/,Plurinacionalidad,Sí,No,Sí,
2053,El último lío por la consulta indígena: se rechazará mayoría de sus artículos porque ya están en el borrador de la nueva Constitución,Latercera.com,Región Metropolitana,Abril 2022,,https://www.latercera.com/la-tercera-pm/noticia/el-ultimo-lio-por-la-consulta-indigena-se-rechazara-mayoria-de-sus-articulos-porque-ya-estan-en-el-borrador-de-la-nueva-constitucion/ENUYG756AVF2JGVY4NQ2KC674M/,Plurinacionalidad,No,Sí,Sí,
2054,Ucrania y la distopía plurinacional,Ellibero.cl,Región Metropolitana,Abril 2022,,https://ellibero.cl/opinion/ucrania-y-la-distopia-plurinacional/,Plurinacionalidad,Sí,No,Sí,
2055,Guatemala. Paro plurinacional exigiendo proceso de Asamblea Constituyente Popular y Plurinacional,Telesurtv.net,Venezuela,Abril 2022,animalpolitico.com,https://www.telesurtv.net/bloggers/Guatemala.-Paro-plurinacional-exigiendo-proceso-de-Asamblea-Constituyente-Popular-y-Plurinacional-20220429-0003.html,Plurinacionalidad,Sí,No,Sí,
2058,Estado plurinacional castrochavista para destruir las naciones de América,Infobae.com,Argentina,Abril 2022,,https://www.infobae.com/america/opinion/2022/04/24/estado-plurinacional-castrochavista-para-destruir-las-naciones-de-america/,Plurinacionalidad,Sí,No,Sí,
2060,Héctor Llaitul llama a “liberación total del Wallmapu” luego de anuncios del Ministerio del Interior,Radio.uchile.cl,Región Metropolitana,Abril 2022,,https://radio.uchile.cl/2022/04/13/hector-llaitul-llama-a-liberacion-total-del-wallmapu-luego-de-anuncios-del-ministerio-del-interior/,Plurinacionalidad,No,Sí,Sí,
2061,René Tapia Herrera: Expropiaciones masivas por territorios ancestrales indígenas,Ellibero.cl,Región Metropolitana,Abril 2022,,https://ellibero.cl/opinion/opinion-constituyente/rene-tapia-herrera-expropiaciones-masivas-por-territorios-ancestrales-indigenas/,Plurinacionalidad,No,Sí,Sí,
2062,VIDEO| “Gobernará la monarquía indígena”: Arturo Zúñiga se llena de críticas por su frase,Eldesconcierto.cl,Región Metropolitana,Abril 2022,,https://www.eldesconcierto.cl/nacional/2022/04/29/video-gobernara-la-monarquia-indigena-arturo-zuniga-se-llena-de-criticas-por-su-frase.html,Plurinacionalidad,No,Sí,Sí,
2067,Pluralismo jurídico: los límites de la justicia indígena que se votan en la Convención Constitucional,Elmostrador.cl,Región Metropolitana,Abril 2022,,https://www.elmostrador.cl/nueva-constitucion/2022/04/11/pluralismo-juridico-los-limites-de-la-justicia-indigena-que-se-votan-en-la-convencion-constitucional/,Plurinacionalidad,No,Sí,Sí,
2068,Comisión vota hoy más de 100 nuevas iniciativas para crear un catálogo de derechos indígenas,Emol.com,Región Metropolitana,Abril 2022,,https://www.emol.com/noticias/Nacional/2022/04/08/1057381/cronica-constitucional.html,Plurinacionalidad,No,Sí,Sí,
2069,¿Cómo funcionarían los tribunales de justicia indígena en Chile?,Pauta.cl,Región Metropolitana,Abril 2022,,https://www.pauta.cl/factchecking/constitucheck/como-funcionarian-los-tribunales-de-justicia-indigena-en-chile,Plurinacionalidad,No,Sí,Sí,
2075,"Elisa Loncon: ""La derecha critica lo pluri y se ríe de lo pluri para continuar con lo monocultural""",Pauta.cl,Región Metropolitana,Abril 2022,,https://www.pauta.cl/politica/elisa-loncon-evaluacion-trabajo-convencion-gaspar-dominguez-apruebo,Plurinacionalidad,Sí,No,Sí,
2078,"Falso: Tammy Pustilnick, convencional: “Ninguna Constitución en Latinoamérica hace mención expresa en su regulación constitucional al momento de tratar los emblemas de su país, a aquellos referentes a los pueblos indígenas”",Plataformacontexto.cl,Región Metropolitana,Abril 2022,,https://plataformacontexto.cl/contexto_factual/falso-tammy-pustilnick-convencional-ninguna-constitucion-en-latinoamerica-hace-mencion-expresa-en-su-regulacion-constitucional-al-momento-de-tratar-los-emblemas-de-su-pais-a-aquellos-refe/,Plurinacionalidad,No,Sí,Sí,
2082,La declaración de Naciones Unidas de pueblos indígenas en la nueva Constitución,Elmostrador.cl,Región Metropolitana,Abril 2022,,https://www.elmostrador.cl/noticias/opinion/columnas/2022/04/02/la-declaracion-de-naciones-unidas-de-pueblos-indigenas-en-la-nueva-constitucion/,Plurinacionalidad,No,Sí,Sí,
2090,¿Constitución indigenista?: Fake news de la derecha chilena,Theclinic.cl,Región Metropolitana,Abril 2022,,https://www.theclinic.cl/2022/04/13/constitucion-indigenista-fake-news-de-la-derecha-chilena/,Plurinacionalidad,No,Sí,Sí,
2098,Convencional Luis Mayol: “La mayoría del pueblo mapuche no comparte muchas de las cosas que se están hablando acá”,Radio.uchile.cl,Región Metropolitana,Abril 2022,,https://radio.uchile.cl/2022/04/03/convencional-luis-mayol-la-mayoria-del-pueblo-mapuche-no-comparte-muchas-de-las-cosas-que-se-estan-hablando-aca/,Plurinacionalidad,No,Sí,Sí,
2104,"Verdadero, pero: Rosa Catrileo, convencional: “De los más de 130 artículos aprobados, sólo 12 hacen referencia a los derechos de los pueblos indígenas”",Plataformacontexto.cl,Región Metropolitana,Abril 2022,,https://plataformacontexto.cl/contexto_factual/verdadero-pero-rosa-catrileo-convencional-de-los-mas-de-130-articulos-aprobados-solo-12-hacen-referencia-a-los-derechos-de-los-pueblos-indigenas/,Plurinacionalidad,No,Sí,Sí,
2110,"Movimiento por la Autodeterminación Mapuche, de Aucán Huilcamán, se reunió con Ministro de Agricultura",Mapuexpress.org,Región de La Araucanía,Abril 2022,,https://www.mapuexpress.org/2022/04/10/movimiento-por-la-autodeterminacion-mapuche-de-aucan-huilcaman-se-reunio-con-ministro-de-agricultura/,Plurinacionalidad,No,Sí,Sí,
2111,Subsecretaria Francisca Perales representa al Ministerio de Desarrollo Social y Familia en Foro Internacional de Asuntos Indígenas de Naciones Unidas,Desarrollosocialyfamilia.gob.cl,Región Metropolitana,Abril 2022,,https://www.desarrollosocialyfamilia.gob.cl/noticias/subsecretaria-francisca-perales-representa-al-ministerio-de-desarrollo-social-y-familia-en-foro-inte,Plurinacionalidad,No,Sí,Sí,
2114,Comunicado Fvta Trawün Lof Carmen Colipi y CAM: «será sólo a través del control territorial la forma concreta para llevar adelante el proceso de reconstrucción de la Nación Mapuche»,Mapuexpress.org,Región de La Araucanía,Abril 2022,,https://www.mapuexpress.org/2022/04/19/comunicado-del-fvta-trawun-en-lof-carmen-colipi-y-cam/,Plurinacionalidad,No,Sí,Sí,
2115,Nación Mapuche. Qué significa Wallmapu y por qué está nerviosa la derecha latinoamericana,Resumenlatinoamericano.org,Argentina,Abril 2022,,https://www.resumenlatinoamericano.org/2022/04/04/nacion-mapuche-que-significa-wallmapu-y-por-que-esta-nerviosa-la-derecha-latinoamericana/,Plurinacionalidad,No,Sí,Sí,
2117,Unidad latinoamericana y mapuche hasta que duela,Tiempoar.com.ar,Argentina,Abril 2022,,https://www.tiempoar.com.ar/politica/unidad-latinoamericana-y-mapuche-hasta-que-duela/,Plurinacionalidad,No,Sí,Sí,
2140,Lonko Víctor Queipul es llevado a proceso judicial por reivindicar derechos sobre la tierra y el territorio ancestral,Mapuexpress.org,Región de La Araucanía,Abril 2022,,https://www.mapuexpress.org/2022/04/13/lonko-victor-queipul-es-llevado-a-proceso-judicial-por-reivindicar-derechos-sobre-la-tierra-y-el-territorio-ancestral/,Plurinacionalidad,No,Sí,Sí,
2146,Historiador Sergio Villalobos y El Mercurio arremeten otra vez contra el Pueblo Mapuche y la nueva Constitución,Mapuexpress.org,Región de La Araucanía,Abril 2022,,https://www.mapuexpress.org/2022/04/06/historiador-sergio-villalobos-y-el-mercurio-arremeten-otra-vez-contra-el-pueblo-mapuche-y-la-nueva-constitucion/,Plurinacionalidad,No,Sí,Sí,
2147,"Primera baja en equipo de Izkia Siches: renuncia Salvador Millaleo, hombre clave en temas indígenas",T13.cl,Región Metropolitana,Abril 2022,,https://www.t13.cl/noticia/politica/primera-baja-equipo-izkia-siches-renuncia-salvador-millaleo-hombre-clave-temas-indigenas-29-04-2022,Plurinacionalidad,No,Sí,Sí,
2150,Cartas y Opinión. Plurinacionalidad,Elmercurio.com,Región Metropolitana,Abril 2022,,https://digital.elmercurio.com/2022/04/18/A/VH444BTU,Plurinacionalidad,Sí,No,Sí,
2156,Autonomías Territoriales Indígenas: un mecanismo para el entendimiento,Elmostrador.cl,Región Metropolitana,Abril 2022,,https://www.elmostrador.cl/noticias/opinion/2022/04/30/autonomias-territoriales-indigenas-un-mecanismo-para-el-entendimiento/,Plurinacionalidad,No,Sí,Sí,
2172,Nación Mapuche. Reunión de las comunidades y Lof de la Coordinadora Arauco Malleco: Reafirman la imposibilidad de dialogar con el gobierno y anuncian que proseguirán «los sabotajes contra el gran capital»,Resumenlatinoamericano.org,Argentina,Abril 2022,,https://www.resumenlatinoamericano.org/2022/04/17/nacion-mapuche-reunion-de-las-comunidades-y-lof-de-la-coordinadora-arauco-malleco-reafirman-la-imposibilidad-de-dialogar-con-el-gobierno-y-anuncian-que-proseguiran-los-sabotajes-contra-el-gran-cap/,Plurinacionalidad,No,Sí,Sí,
2174,"CC: ""Chile es un Estado Social y democrático (...) plurinacional, intercultural y ecológico""",Biobiochile.cl,Región Metropolitana,Abril 2022,,https://www.biobiochile.cl/especial/una-constitucion-para-chile/noticias/2022/04/11/convencion-aprueba-articulo-1-chile-es-un-estado-social-y-democratico-de-derecho.shtml,Plurinacional ,Sí,No,Sí,
2177,¿Un Estado plurinacional e intercultural?,Diarioconstitucional.cl,Región Metropolitana,Abril 2022,,https://www.diarioconstitucional.cl/cartas-al-director/un-estado-plurinacional-e-intercultural/,Plurinacional ,Sí,No,Sí,
2178,"Ministro de Agricultura tras encuentro con organizaciones mapuche en La Araucanía: ""Construir un Chile regional y plurinacional es un anhelo común""",Elmostrador.cl,Región Metropolitana,Abril 2022,,https://www.elmostrador.cl/destacado/2022/04/09/ministro-de-agricultura-tras-encuentro-con-organizaciones-mapuche-en-la-araucania-construir-un-chile-regional-y-plurinacional-es-un-anhelo-comun/,Plurinacional ,Sí,No,Sí,
2181,En Playa Ancha se llevará a cabo el XI Congreso Plurinacional de Comunidades del Patrimonio,Epicentrochile.com,Región de Valparaíso,Abril 2022,,https://www.epicentrochile.com/2022/04/12/en-playa-ancha-se-llevara-a-cabo-el-xi-congreso-plurinacional-de-comunidades-del-patrimonio/,Plurinacional ,Sí,No,Sí,
2200,Restitución de tierras y derecho al agua: las cartas de los Pueblos Originarios al Pleno,Pauta.cl,Región Metropolitana,Abril 2022,,https://www.pauta.cl/politica/pueblos-indigenas-informe-pleno-convencion-constitucional-derechos-agua,Plurinacional ,No,Sí,Sí,
2201,Pleno zanja discusión sobre justicia indígena y establece que sus límites serán materia de ley,Elmostrador.cl,Región Metropolitana,Abril 2022,,https://www.elmostrador.cl/destacado/2022/04/12/pleno-zanja-discusion-sobre-justicia-indigena-y-establece-que-sus-limites-seran-materia-de-ley/,Plurinacional ,No,Sí,Sí,
2205,Autonomías Territoriales Indígenas pasan al borrador de la Nueva Constitución,Radioudec.cl,Región del Biobío,Abril 2022,,https://www.radioudec.cl/autonomias-territoriales-indigenas-pasan-al-borrador-de-la-nueva-constitucion/,Plurinacional ,No,Sí,Sí,
